id,category,name_en,name_fr,description_en,description_fr,image,source_section
Desc_SAMFluctuator_C,electronic,SAM Fluctuator,Fluctuateur d'É.M.E.,The SAM Fluctuator is able to regulate and direct the behavior of Reanimated SAM through the application of electric charges with varying frequencies.<br />This control facilitates technologies such as matter-to-energy conversion and spatiotemporal matter manipulation.,Le fluctuateur d'É.M.E. permet de réguler et de contrôler le comportement de l'É.M.E. réanimée via l'application de charges électriques de diverses fréquences.<br />Ce contrôle facilite les technologies telles que la conversion de la matière en énergie et la manipulation spatio-temporelle de la matière.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SamFluctuator_256.png?v=1725286511,itemsData
Desc_Computer_C,communication,Computer,Ordinateur,A complex logic machine that is used to control advanced behavior in other machines.,Une machine logique complexe permettant de piloter les comportements avancés d'autres machines.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Computer_256.png?v=1725286512,itemsData
Desc_ComputerSuper_C,communication,Supercomputer,Superordinateur,The next-gen version of a Computer.,La nouvelle génération d'ordinateurs.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_QuantumComputer_256.png?v=1725286508,itemsData
Desc_ModularFrameLightweight_C,communication,Radio Control Unit,Unité de contrôle radio,Enhances and directs radio signals.,Améliore et oriente les signaux radio.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_RadioControlUnit_256.png?v=1725286515,itemsData
Desc_CrystalOscillator_C,communication,Crystal Oscillator,Oscillateur à cristal,An electronic oscillator circuit that uses the mechanical resonance of a vibrating crystal to create an electrical signal with a precise frequency.,Un circuit à oscillation électronique qui utilise la résonance mécanique d'un cristal vibrant pour créer un signal électrique d'une fréquence précise.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_CrystalOscillator_256.png?v=1725286515,itemsData
Desc_QuantumOscillator_C,communication,Superposition Oscillator,Oscillateur de superposition,An oscillator circuit that uses the mechanical resonance of a vibrating crystal to create a string vibration with a precise frequency. Often used in teleportation technology and dimensional manipulation.,Un circuit à oscillation qui utilise la résonance mécanique d'un cristal vibrant pour créer une vibration de cordes d'une fréquence précise. Utilisé le plus souvent en technologie de téléportation ou dans la manipulation dimensionnelle.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SuperPositionOscillator_256.png?v=1725286509,itemsData
Desc_Diamond_C,quantum,Diamonds,Diamants,Synthetic Diamonds produced by exposing Coal to extreme heat and pressure.<br /><br />Used in the production of Time Crystals and Dark Matter Crystals.<br /><br />Power Usage: 250-750 MW (500 MW average).,Des diamants synthétiques produits en exposant du charbon à une chaleur et à une pression extrêmes.<br /><br />Utilisés pour la production de cristaux temporels et de cristaux de matière noire.<br /><br />Consommation d’énergie : 250-750 MW (500 MW en moyenne).,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Diamonds_256.png?v=1725286509,itemsData
Desc_TimeCrystal_C,quantum,Time Crystal,Cristal temporel,Time Crystals are Diamonds that have been reconfigured on a sub-atomic level in the Converter to retain a time-periodic self-organizing structure. This allows them to be used in the development of quantum processing and storage technologies.,Les cristaux temporels sont des diamants reconfigurés à un niveau subatomique dans le convertisseur pour conserver une structure temporelle auto-organisatrice. Cela leur permet d'être utilisés dans le développement de technologies de traitement et de stockage quantiques.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ExoticMatter_256.png?v=1725286513,itemsData
Desc_DarkMatter_C,quantum,Dark Matter Crystal,Cristal de matière noire,Concentrated Dark Matter Residue that is isolated within a crystalline vessel. This form of containment allows for utilising Dark Matter reliably in other production processes.<br /><br />Power Usage: 500-1500 MW (1000 MW average).,Concentré de résidus de matière noire isolé dans un vaisseau cristallin. Ce conditionnement permet l'utilisation fiable de la matière noire dans d'autres processus de production.<br /><br />Consommation d'énergie : 500-1500 MW (1000 MW en moyenne).,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_TimeCrystal_256.png?v=1725286509,itemsData
Desc_SingularityCell_C,quantum,Singularity Cell,Cellule de singularité,Used to break down space and time. Required to power Portals.,Utilisée pour rompre l'espace et le temps. Nécessaire pour alimenter les portails.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SingularityCell_256.png?v=1725286516,itemsData
Desc_TemporalProcessor_C,quantum,Neural-Quantum Processor,Processeur neuro-quantique,The Neural-Quantum Processor utilizes a combination of neural network architecture and quantum computing techniques to achieve unprecedented performance. This technology has enabled some of FICSIT's biggest advancements in artificial intelligence and relativistic engineering.,Le processeur neuro-quantique utilise une combinaison d'architecture de réseau neuronal et de techniques de calcul quantique pour atteindre des performances sans précédent. Cette technologie a permis certaines des plus grandes avancées de FICSIT en matière d'intelligence artificielle et d'ingénierie relativiste.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_TemporalProcessor_256.png?v=1725286516,itemsData
Desc_AlienPowerFuel_C,quantum,Alien Power Matrix,Matrice de charge extraterrestre,"This intricate condensed-matter matrix is used to enhance the output of the Alien Power Augmenter.<br /><br />Initially developed in efforts to create a human-made Somersloop, the Alien Power Matrix cannot sustain the extra-dimensional energy connection on its own. However, it can effectively stabilize the energy stream of the Somersloop.","Cette matrice complexe de matière condensée est utilisée pour améliorer le rendement de l'accélérateur extraterrestre.<br /><br />Initialement développée dans l'objectif de créer un Somersloop artificiel, la matrice de charge extraterrestre ne peut pas soutenir à elle seule une liaison énergétique extradimensionnelle. Cependant, elle peut efficacement stabiliser le flux d'énergie du Somersloop.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_AlienPowerMatrix_256.png?v=1725286515,itemsData
Desc_FluidCanister_C,container,Empty Canister,Bidon vide,Used to package fluids for transportation.,Utilisé pour conditionner les liquides pour le transport.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_EmptyCannister_256.png?v=1725286509,itemsData
Desc_GasTank_C,container,Empty Fluid Tank,Réservoir vide,Used to package gases and volatile liquids for transportation.,Utilisé pour conditionner les gaz et liquides volatiles pour le transport.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PressureTank_256.png?v=1725286513,itemsData
Desc_PressureConversionCube_C,container,Pressure Conversion Cube,Cube de conversion de pression,"Converts outgoing force into internal pressure. Required to contain unstable, high-energy matter.",Convertit la force sortante en pression interne. Nécessaire pour contenir une matière instable à haute densité énergétique.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ConversionCube_256.png?v=1725286509,itemsData
Desc_PackagedWater_C,container,Packaged Water,Eau conditionnée,"Water, packaged for alternative transport.","De l'eau, conditionnée pour un transport alternatif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PackagedWater_256.png?v=1725286515,itemsData
Desc_PackagedAlumina_C,container,Packaged Alumina Solution,Solution d'aluminium conditionnée,"Alumina Solution, packaged for alternative transport.","Solution d'alumine, conditionnée pour un transport alternatif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PackagedAluminaSolution_256.png?v=1725286517,itemsData
Desc_PackagedSulfuricAcid_C,container,Packaged Sulfuric Acid,Acide sulfurique conditionné,"Sulfuric Acid, packaged for alternative transport.","Acide sulfurique, conditionnée pour un transport alternatif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PckagedSulphuricAcid_256.png?v=1725286508,itemsData
Desc_PackagedNitricAcid_C,container,Packaged Nitric Acid,Acide nitrique conditionné,"Nitric Acid, packaged for alternative transport.","Acide nitrique, conditionné pour un transport alternatif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PackagedNitricAcid_256.png?v=1725286509,itemsData
Desc_PackagedNitrogenGas_C,container,Packaged Nitrogen Gas,Azote gazeux conditionné,"Nitrogen Gas, packaged for alternative transport.",Azote gazeux conditionné pour un transport alternatif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PackagedNitrogen_256.png?v=1725286513,itemsData
Desc_Leaves_C,fuel,Leaves,Feuilles,Primarily used as fuel.<br />Biomass Burners and vehicles can use Leaves for power.,Utilisée principalement comme carburant.<br />Les brûleurs de biomasse et les véhicules peuvent utiliser des feuilles pour s'alimenter en énergie.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Leaves_256.png?v=1725286514,itemsData
Desc_Mycelia_C,fuel,Mycelia,Mycélium,Used for crafting.<br />Biomass Burners and vehicles can also use Mycelia for power.,Matériau de fabrication.<br />Les brûleurs de biomasse et les véhicules peuvent également être alimentés en mycélium.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Mycelia_256.png?v=1725286514,itemsData
Desc_FlowerPetals_C,fuel,Flower Petals,Pétales de fleurs,Used for crafting.<br />Colorful native flower petals.,Matériau de fabrication.<br />Pétales de fleurs indigènes colorés.,https://static.satisfactory-calculator.com/img/gameStable1.0/FlowerPetals_Final_256.png?v=1687261562,itemsData
Desc_Wood_C,fuel,Wood,Bois,Primarily used as fuel.<br />Biomass Burners and vehicles can use Wood for power.,Utilisée principalement comme carburant.<br />Les brûleurs de biomasse et les véhicules peuvent utiliser du bois pour s'alimenter en énergie.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Wood_256.png?v=1725286514,itemsData
Desc_GenericBiomass_C,fuel,Biomass,Biomasse,Primarily used as fuel.<br />Biomass Burners and vehicles can use it for power.<br />Biomass is much more energy-efficient than raw biological matter.,Utilisée principalement comme carburant.<br />Les brûleurs de biomasse et les véhicules peuvent l'utiliser pour s'alimenter en énergie.<br />La biomasse a un rendement énergétique bien plus élevé que de la matière biologique brute.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Biomass_Final_256.png?v=1725286514,itemsData
Desc_CompactedCoal_C,fuel,Compacted Coal,Charbon compacté,A much more efficient alternative to Coal. Used as fuel for vehicles and Coal-Powered Generators.,Une alternative bien plus efficace au charbon. Utilisé comme combustible pour les véhicules et les générateurs à charbon.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_CompactedCoal_256.png?v=1725286518,itemsData
Desc_PackagedOil_C,fuel,Packaged Oil,Pétrole conditionné,"Crude Oil, packaged for alternative transport. Can be used as fuel for Vehicles.","Pétrole brut, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules.",https://static.satisfactory-calculator.com/img/gameStable1.0/Oil_256.png?v=1725286506,itemsData
Desc_PackagedOilResidue_C,fuel,Packaged Heavy Oil Residue,Résidus de pétrole lourd conditionnés,"Heavy Oil Residue, packaged for alternative transport. Can be used as fuel for Vehicles.","Résidus de pétrole lourd, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules.",https://static.satisfactory-calculator.com/img/gameStable1.0/OilResidue_256.png?v=1725286506,itemsData
Desc_Biofuel_C,fuel,Solid Biofuel,Biocarburant solide,The most energy-efficient form of solid biomass. Can be used as fuel for the Chainsaw.,La forme de biomasse solide au meilleur rendement énergétique. Peut être utilisé comme carburant pour la tronçonneuse.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SolidBiofuel_256.png?v=1725286512,itemsData
Desc_Fuel_C,fuel,Packaged Fuel,Carburant conditionné,"Fuel, packaged for alternative transport. Can be used as fuel for Vehicles and the Jetpack.","Carburant, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules ou le Jetpack.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Fuel_256.png?v=1725286517,itemsData
Desc_PackagedBiofuel_C,fuel,Packaged Liquid Biofuel,Biocarburant liquide conditionné,"Liquid Biofuel, packaged for alternative transport. Can be used as fuel for Vehicles and the Jetpack.","Biocarburant liquide, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules ou le Jetpack.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_LiquidBiofuel_256.png?v=1725286516,itemsData
Desc_TurboFuel_C,fuel,Packaged Turbofuel,Turbocarburant conditionné,"Turbofuel, packaged for alternative transport. Can be used as fuel for Vehicles and the Jetpack.","Turbocarburant, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules ou le Jetpack.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_TurboFuel_256.png?v=1725286516,itemsData
Desc_PackagedRocketFuel_C,fuel,Packaged Rocket Fuel,Carburant de fusée conditionné,"Rocket Fuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","Carburant de fusée, conditionné pour le transport. Peut être utilisé pour alimenter les véhicules ou le réacteur dorsal.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PackagedRocketFuel_256.png?v=1725286515,itemsData
Desc_PackagedIonizedFuel_C,fuel,Packaged Ionized Fuel,Carburant ionisé conditionné,"Ionized Fuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","Carburant ionisé, conditionné pour le transport. Peut être utilisé comme carburant pour les véhicules ou le réacteur dorsal.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_IonizedRocketFuel_256.png?v=1725286511,itemsData
Desc_NuclearFuelRod_C,fuel,Uranium Fuel Rod,Barre de combustible d'Uranium,Used as fuel for Nuclear Power Plants.<br /><br />Caution: Produces radioactive Uranium Waste when consumed.<br />Caution: Moderately Radioactive.,Utilisée comme combustible dans les centrales nucléaires.<br /><br />Attention : son utilisation génère des déchets d'uranium radioactifs.<br />Attention : produit modérément radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NuclearFuelRod_256.png?v=1725286510,itemsData
Desc_PlutoniumFuelRod_C,fuel,Plutonium Fuel Rod,Barre de plutonium,Used as fuel for Nuclear Power Plants.<br /><br />Caution: Produces radioactive Plutonium Waste when consumed.<br />Caution: HIGHLY Radioactive.,Utilisée comme combustible dans les centrales nucléaires.<br /><br />Attention : son utilisation génère des déchets de plutonium radioactifs.<br />Attention : produit EXTRÊMEMENT radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PlutoniumFuelRod_256.png?v=1725286509,itemsData
Desc_Gunpowder_C,consumed,Black Powder,Poudre noire,An explosive powder that is commonly used to produce simple explosives.,Une poudre explosive couramment utilisée pour produire de simples explosifs.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Gunpowder_256.png?v=1725286517,itemsData
Desc_GunpowderMK2_C,consumed,Smokeless Powder,Poudre sans fumée,An explosive powder that is commonly used to produce modern firearms.,Une poudre explosive couramment utilisée pour produire les armes à feu modernes.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_GunpowderMk2_256.png?v=1725286517,itemsData
Desc_Filter_C,consumed,Gas Filter,Filtre à gaz,Filters out toxins and pollutants from the air when used with a Gas Mask.,Filtre les toxines et les contaminants présents dans l'air lorsqu'il est utilisé avec un masque à gaz.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_GasMaskFilter_256.png?v=1725286510,itemsData
Desc_ColorCartridge_C,consumed,Color Cartridge,Cartouche de peinture,Used for applying Patterns to structures with the Customizer.<br /><br />(Patterns can be purchased in the AWESOME Shop.),Utilisé pour appliquer des motifs aux structures avec le customiseur.<br /><br />(Les motifs peuvent être achetés dans la boutique A.W.E.S.O.M.E.),https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ColorCartridge_256.png?v=1725286507,itemsData
BP_EquipmentDescriptorBeacon_C,consumed,Beacon,Balise,PENDING REMOVAL<br />This item will (likely) be removed in a future update.<br /><br />Currently only used as an ingredient in an alternative recipe.,"ATTENTE DE SUPPRESSION<br />Cet objet sera (sûrement) supprimé dans une future mise-à-jour.<br /><br />Actuellement, il est utilisé uniquement en tant qu'ingrédient dans une recette alternative.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Beacon_256.png?v=1725286505,itemsData
Desc_HazmatFilter_C,consumed,Iodine-Infused Filter,Filtre à infusion d'iode,Absorbs radioactive particles when used with the Hazmat Suit.,Absorbe les particules radioactives lorsqu'il est utilisé avec la combinaison de protection.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_HazmatFilter_256.png?v=1725286509,itemsData
Desc_SpikedRebar_C,ammo,Iron Rebar,Barre d'armature en fer,Can be shot using the Rebar Gun for self-defense purposes.,Peut être utilisé avec le pistolet à barres d'armature à des fins d'autodéfense.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Rebar_256.png?v=1725286524,itemsData
Desc_Rebar_Stunshot_C,ammo,Stun Rebar,Barre d'armature paralysante,"Electrocutes the target on impact, stunning it for a short time.<br /><br />Stun duration: 5 seconds","Électrocute la cible à l'impact, l'étourdissant pendant une courte période.<br /><br />Durée d'étourdissement : 5 secondes",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_StunRebar_256.png?v=1725286524,itemsData
Desc_Rebar_Spreadshot_C,ammo,Shatter Rebar,Barre d'armature à fragmentation,"Fractures when shot, launching deadly debris with wide spread but limited range.","Se fractionne lorsqu'elle est tirée, propulsant des débris mortels dans un large rayon, mais à portée limitée.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ScatterRebar_256.png?v=1725286524,itemsData
Desc_Rebar_Explosive_C,ammo,Explosive Rebar,Barre d'armature explosive,"Explodes on impact, dealing heavy damage.","Explose à l'impact, infligeant de lourds dégâts.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ExpRebar_256.png?v=1725286524,itemsData
Desc_CartridgeStandard_C,ammo,Rifle Ammo,Munitions de fusil,"Standard issue Rifle ammunition, useful for establishing dominance.","Munitions standards de fusil, utile pour établir votre domination.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Rifle_256.png?v=1725286523,itemsData
Desc_CartridgeSmartProjectile_C,ammo,Homing Rifle Ammo,Munitions de fusil à têtes chercheuses,"The bullet guidance system built into this ammunition allows it to accurately hit any target within the reticle area.<br />Especially useful when dealing with agile threats, or for Pioneers who can't be bothered to aim properly.","Le système de guidage des projectiles intégré à ces munitions leur permet d'atteindre avec précision toute cible se trouvant dans la zone du réticule.<br />Particulièrement utile pour gérer les menaces agiles, ou bien pour les pionniers qui ne veulent pas se donner la peine de viser correctement.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_HomingRifle_256.png?v=1725286524,itemsData
Desc_CartridgeChaos_C,ammo,Turbo Rifle Ammo,Munitions de fusil turbo,"Lightweight, compact, and volatile. These rounds provide extreme capacity and rate of fire at the cost of accuracy.","Légères, compactes et volatiles. Ces cartouches offrent une capacité et des cadences de tir extrêmes, au détriment de la précision.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_TurboRifle_256.png?v=1725286524,itemsData
Desc_NobeliskExplosive_C,ammo,Nobelisk,Nobélisque,"A simple explosive, useful for clearing boulders, vegetation, and other obstacles.","Un simple explosif, utile pour détruire des rochers fissurés, de la végétation et d'autres obstacles.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Explosive_256.png?v=1725286513,itemsData
Desc_NobeliskGas_C,ammo,Gas Nobelisk,Nobélisque à gaz,Creates a deadly gas cloud instead of a regular explosion.,Sa détonation forme un nuage de gaz létal au lieu d'une explosion.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Gas_256.png?v=1725286513,itemsData
Desc_NobeliskShockwave_C,ammo,Pulse Nobelisk,Nobélisque à impulsion,Generates a powerful shockwave instead of a regular explosion.,Génère une puissante onde de choc au lieu d'une explosion.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Shock_256.png?v=1725286513,itemsData
Desc_NobeliskCluster_C,ammo,Cluster Nobelisk,Nobélisque à fragmentation,Detonates into multiple smaller explosions. Practical for clearing out large areas of vegetation and other inconveniences.,Sa détonation provoque plusieurs petites explosions. Pratique pour nettoyer une grande surface de sa végétation et d'autres désagréments.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Cluster_256.png?v=1725286513,itemsData
Desc_NobeliskNuke_C,ammo,Nuke Nobelisk,Nobélisque nucléaire,Uses a nuclear fission reaction to generate a massive explosion.<br />WARNING: Ensure all FICSIT property is clear of the blast zone before detonation.,Utilise une réaction de fission nucléaire pour générer une explosion massive.<br />AVERTISSEMENT : assurez-vous que tous les biens FICSIT sont à l'écart de la zone d'explosion avant la détonation.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Nuke_256.png?v=1725286513,itemsData
Desc_ElectromagneticControlRod_C,nuclear,Electromagnetic Control Rod,Tige de contrôle électromagnétique,Regulates power output via electromagnetism.,Régule la production d'énergie via l'électromagnétisme.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ElectromagneticControlRod_256.png?v=1725286512,itemsData
Desc_UraniumCell_C,nuclear,Encased Uranium Cell,Cellule d'uranium compactée,Used to produce Uranium Fuel Rods for Nuclear Power production. Made from Uranium Ore.<br /><br />Caution: Mildly Radioactive.,Utilisée pour produire des barres d'uranium pour la production d'énergie nucléaire. Fabriquée à partir de minerai d'uranium.<br /><br />Attention : produit légèrement radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NuclearCell_256.png?v=1725286508,itemsData
Desc_NonFissibleUranium_C,nuclear,Non-Fissile Uranium,Uranium non fissile,"The Uranium-238 isotope is non-fissile, meaning it cannot be used for nuclear fission. It can, however, be converted into fissile Plutonium in the Particle Accelerator.<br /><br />Caution: Mildly Radioactive.","L'isotope d'uranium-238 est non fissile, ce qui signifie qu'il ne peut pas subir de fission nucléaire. Il peut cependant être converti en plutonium fissile dans l'accélérateur de particules.<br /><br />Attention : produit légèrement radioactif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NonFissileUranium_256.png?v=1725286509,itemsData
Desc_PlutoniumPellet_C,nuclear,Plutonium Pellet,Granulés de plutonium,Produced in the Particle Accelerator through conversion of Non-fissile Uranium.<br />Used to produce Encased Plutonium Cells for Plutonium Fuel Rods.<br /><br />Power Usage: 250-750 MW (500 MW average).<br />Caution: Moderately Radioactive.,Produits dans l’accélérateur de particules par conversion d'uranium non fissile.<br />Utilisés pour produire des cellules de plutonium encastré pour les barres de plutonium.<br /><br />Consommation d’énergie : 250-750 MW (500 MW en moyenne).<br />Attention : produit modérément radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PlutoniumPellet_256.png?v=1725286511,itemsData
Desc_PlutoniumCell_C,nuclear,Encased Plutonium Cell,Cellule de plutonium encastré,Plutonium Pellets encased in concrete.<br />Used to produce Plutonium Fuel Rods for Nuclear Power production.<br /><br />Power Usage: 250-750 MW (500 MW average).<br />﻿Caution: Moderately Radioactive.,Des granulés de plutonium encastrés dans du béton.<br />Utilisée pour produire des barres de plutonium pour la production d'énergie nucléaire.<br /><br />Consommation d’énergie : 250-750 MW (500 MW en moyenne).<br />Attention : produit modérément radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_EncasedPlutoniumCell_256.png?v=1725286508,itemsData
Desc_Ficsonium_C,nuclear,Ficsonium,Ficsonium,"Usage and production of this material is strictly prohibited. On Earth, that is. There are no rules in space, only efficiency.<br /><br />Power Usage: 500-1500 MW (1000 MW average).<br />Caution: Moderately Radioactive.","L'utilisation et la production de ce matériau sont formellement interdites. Enfin, sur Terre. Il n'y a pas de règles dans l'espace. Seule compte l'efficacité.<br /><br />Consommation d'énergie : 500-1500 MW (1000 MW en moyenne).<br />Attention : produit modérément radioactif.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FicsoniumCell_256.png?v=1725286507,itemsData
Desc_FicsoniumFuelRod_C,nuclear,Ficsonium Fuel Rod,Barre de ficsonium,Used as fuel for Nuclear Power Plants.<br />The power source that put FICSIT on the map. Literally. The crater is still there.<br /><br />Caution: Moderately Radioactive.,Utilisée comme combustible dans les centrales nucléaires.<br />La source d'énergie qui a permis à FICSIT de laisser sa marque. Littéralement. Le cratère est toujours là.<br /><br />Attention : produit modérément radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FicsoniumFuelRod_256.png?v=1725286511,itemsData
Desc_NuclearWaste_C,waste,Uranium Waste,Déchets d'uranium,The by-product of consuming Uranium Fuel Rods in a Nuclear Power Plant.<br />Non-fissile Uranium can be extracted. Handle with caution.<br /><br />Caution: HIGHLY Radioactive.,Le sous-produit de la consommation de barres d'uranium dans une centrale nucléaire.<br />L'Uranium non fissible peux être extrait. À manipuler avec précaution.<br /><br />Attention : produit EXTRÊMEMENT radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NuclearWaste_256.png?v=1725286518,itemsData
Desc_PlutoniumWaste_C,waste,Plutonium Waste,Déchets de plutonium,The by-product of consuming Plutonium Fuel Rods in a Nuclear Power Plant.<br />Must be stored in a safe location. Handle with caution.<br /><br />Caution: EXTREMELY Radioactive.,Le sous-produit de la consommation de barres de plutonium dans une centrale nucléaire.<br />Doit être stocké dans un endroit sûr. À manipuler avec prudence.<br /><br />Attention : produit EXTRÊMEMENT radioactif.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_PlutoniumWaste_256.png?v=1725286518,itemsData
