id,category,name_en,name_fr,description_en,description_fr,image,source_section
Desc_Crystal_C,special,Blue Power Slug,Électrolimace bleue,A strange slug radiating an unknown weak power.,Une limace étrange dont émane une faible énergie inconnue.,https://static.satisfactory-calculator.com/img/gameStable1.0/PowerSlugGreen_256.png?v=1725286505,itemsData
Desc_Crystal_mk2_C,special,Yellow Power Slug,Électrolimace jaune,A strange slug radiating an unknown power.,Une limace étrange dont émane une énergie inconnue.,https://static.satisfactory-calculator.com/img/gameStable1.0/PowerSlugYellow_256.png?v=1725286505,itemsData
Desc_Crystal_mk3_C,special,Purple Power Slug,Électrolimace violette,A strange slug radiating a powerful unknown power.,Une limace étrange dont émane une puissante énergie inconnue.,https://static.satisfactory-calculator.com/img/gameStable1.0/PowerSlugPurple_256.png?v=1725286505,itemsData
Desc_CrystalShard_C,special,Power Shard,Éclat de charge,Power Slug mucus compressed into a solid crystal-like shard.<br />It radiates a strange power.,"Du mucus d'électrolimace compressé en un éclat solide, pareil à un cristal.<br />Il en émane une étrange énergie.",https://static.satisfactory-calculator.com/img/gameStable1.0/PowerShard_256.png?v=1725286505,itemsData
Desc_ResourceSinkCoupon_C,special,FICSIT Coupon,Bon FICSIT,"A special FICSIT bonus program Coupon, obtained through the AWESOME Sink. Can be redeemed in the AWESOME Shop for bonus milestones and rewards.","Un coupon spécial du programme de bonus FICSIT, obtenu grâce au Broyeur AWESOME. Peut être échangé dans le Magasin AWESOME pour débloquer des objectifs et des récompenses bonus.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Ficsit_Coupon_256.png?v=1725286507,itemsData
Desc_SpaceElevatorPart_1_C,special,Smart Plating,Placage intelligent,Project Part #1. Ship via the Space Elevator to complete phases of Project Assembly.,Pièce n°1 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpelevatorPart_1_256.png?v=1725286514,itemsData
Desc_SpaceElevatorPart_2_C,special,Versatile Framework,Structure polyvalente,Project Part #2. Ship via the Space Elevator to complete phases of Project Assembly.,Pièce n°2 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpelevatorPart_2_256.png?v=1725286510,itemsData
Desc_SpaceElevatorPart_3_C,special,Automated Wiring,Câblage automatisé,Project Part #3. Ship via the Space Elevator to complete phases of Project Assembly.,Pièce n°3 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.,https://static.satisfactory-calculator.com/img/gameStable1.0/SpelevatorPart_3_256.png?v=1725286508,itemsData
Desc_SpaceElevatorPart_4_C,special,Modular Engine,Moteur modulaire,Project Part #4. Ship via the Space Elevator to complete phases of Project Assembly.,Pièce n°4 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpelevatorPart_4_256.png?v=1725286513,itemsData
Desc_SpaceElevatorPart_5_C,special,Adaptive Control Unit,Unité de contrôle adaptative,Project Part #5. Ship via the Space Elevator to complete phases of Project Assembly.,Pièce n°5 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpelevatorPart_5_256.png?v=1725286516,itemsData
Desc_SpaceElevatorPart_7_C,special,Assembly Director System,Système de Directeur d'Assemblage,Project Part #6. Ship via the Space Elevator to complete phases of Project Assembly.<br /><br />This extremely fast and precise computing system is specifically designed to direct the Project Assembly: Assembly Phase.,Pièce n°6 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br /><br />Ce système informatique extrêmement rapide et précis est spécifiquement conçu pour réaliser la phase d'Assemblage du Projet Assemblage.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_AssemblyDirectorSystem_256.png?v=1725286511,itemsData
Desc_SpaceElevatorPart_6_C,special,Magnetic Field Generator,Générateur de champ magnétique,Project Part #7. Ship via the Space Elevator to complete phases of Project Assembly.<br /><br />These modular generators use superconducting magnets and vast amounts of electricity to produce a powerful and easily expandable magnetic field.,Pièce n°7 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br /><br />Ces générateurs modulaires utilisent des aimants supraconducteurs et de grandes quantités d'électricité pour produire un champ magnétique puissant et facilement extensible.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_MagneticFieldGenerator_256.png?v=1725286510,itemsData
Desc_SpaceElevatorPart_8_C,special,Thermal Propulsion Rocket,Fusée à propulsion thermique,Project Part #8. Ship via the Space Elevator to complete phases of Project Assembly.<br /><br />Uses extreme heat to produce the high-pressure plasma required to get Project Assembly into motion.,Pièce n°8 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br /><br />Fait appel à une chaleur extrême pour produire le plasma à haute pression nécessaire à la mise en œuvre du Projet Assemblage.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_ThermalPropulsionRocket_256.png?v=1725286517,itemsData
Desc_SpaceElevatorPart_9_C,special,Nuclear Pasta,Pâte nucléaire,"Project Part #9. Ship via the Space Elevator to complete phases of Project Assembly.<br />Power Usage: 500-1500 MW (1000 MW average).<br /><br />Nuclear Pasta is extremely dense degenerate matter, formed when extreme pressure forces protons and electrons together into neutrons. It is theorized to exist naturally within the crust of neutron stars.","Pièce n°9 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br />Consommation d'énergie : 500-1500 MW (1000 MW en moyenne).<br /><br />La pâte nucléaire est une matière dégénérée extrêmement dense, formée lorsqu'une pression extrême force des protons et des électrons à s'assembler en neutrons. Elle existe théoriquement à l'état naturel à l'intérieur de la croûte des étoiles à neutron.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NuclearPasta_256.png?v=1725286516,itemsData
Desc_SpaceElevatorPart_10_C,special,Biochemical Sculptor,Sculptrice biochimique,"Project Part #10. Ship via the Space Elevator to complete phases of Project Assembly.<br /><br />Years ahead of the competition, this top-of-the-line 3D printer is used for the production of synthetic biological resources.","Pièce n°10 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br /><br />Avec des années d'avance sur la concurrence, cette imprimante 3D de pointe est utilisée pour la production de ressources biologiques synthétiques.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_BiochemicalSculptor_256.png?v=1725286516,itemsData
Desc_SpaceElevatorPart_11_C,special,Ballistic Warp Drive,Moteur à distorsion balistique,"Project Part #11. Ship via the Space Elevator to complete phases of Project Assembly.<br /><br />A large amount of force is required for the Warp Drives to activate, so sticking them to rockets was the logical next step. Additionally, results improved immensely when the observers were further removed from the Warp Drives upon activation.","Pièce n°11 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br /><br />L'activation des moteurs à distorsion nécessite une force importante, si bien que les attacher à des fusées était une évidence. En outre, les résultats se sont considérablement améliorés après avoir davantage éloigné les observateurs des moteurs à distorsion au moment de leur activation.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_BallisticWarpDrive_256.png?v=1725286510,itemsData
Desc_SpaceElevatorPart_12_C,special,AI Expansion Server,Serveur d'expansion d'I.A.,Project Part #12. Ship via the Space Elevator to complete phases of Project Assembly.<br />Power Usage: 0-2000 MW (1000 MW average).<br /><br />Growth is the metric by which we measure success.,Pièce n°12 du Projet. Envoyez via l'Ascenseur Spatial pour compléter des phases de l'Assemblage du Projet.<br />Consommation d'énergie : 0-2000 MW (1000 MW en moyenne).<br /><br />La croissance est le critère par lequel nous mesurons le succès.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_AIExpension_256.png?v=1725286510,itemsData
Desc_CharacterRunStatue_C,statue,Adequate Pioneering,Pionnière adéquate,The statue of the Running Character.,La statue du personnage en pleine course.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_CharBronze_256.png?v=1725286579,itemsData
Desc_CharacterClap_Statue_C,statue,Pretty Good Pioneering,Pionnière plutôt habile,The statue of the Clapping Character.,La statue du personnage applaudissant.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_AwardStatue_Char_256.png?v=1725286579,itemsData
Desc_CharacterSpin_Statue_C,statue,Satisfactory Pioneering,Pionnière de Satisfactory,The statue of the Character Spinning the Build Gun.,La statue du personnage faisant des moulinets avec son pistolet de construction.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_CharGold_256.png?v=1725286579,itemsData
Desc_Hog_Statue_C,statue,Silver Hog,Sanglier extraterrestre en argent,The statue of the Silver Pouncing Hog. Perfect as a hood ornament.,La statue d'un porc en argent en plein vol. Une décoration pleine de goût.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_Hog_256.png?v=1725286578,itemsData
Desc_GoldenNut_Statue_C,statue,Golden Nut,Noix d'or,The statue of the Golden Nut.,La statue de la Noix d'or.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_Nut_256.png?v=1725286578,itemsData
Desc_DoggoStatue_C,statue,Lizard Doggo Statue,Statue de lézard doggo,The statue of the Lizard Doggo.,La statue du Lézard Doggo.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_LizardDoggo_256.png?v=1725286579,itemsData
Desc_SpaceGiraffeStatue_C,statue,Confusing Creature,Créature déroutante,The statue of the Space Giraffe.,La statue de la Girafe de l'espace.,https://static.satisfactory-calculator.com/img/gameStable1.0/TXUI_Award_SpaceGiraffe_256.png?v=1725286578,itemsData
Desc_Gift_C,ficsmas,FICSMAS Gift,Cadeau FICSMAS,"Gifts that have inexplicably fallen from the sky or spawned from a FICSMAS Gift Tree.<br /><br />Don't question it—they're used to produce FICSMAS buildings and parts.<br /><br />These Gifts are part of the FICSMAS Event, like the calendar in the HUB.","Des cadeaux tombés du ciel de manière inexpliquée, ou apparu à proximité d'un arbre festif de FICSMAS.<br /><br />Ne vous inquiétez pas, ils sont utilisés pour fabriquer des bâtiments et des pièces FICSMAS.<br /><br />Ces cadeaux font partie de l'événement de FICSMAS, tout comme le calendrier dans le H.U.B.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Gift_256.png?v=1735383027,itemsData
Desc_CandyCane_C,ficsmas,Candy Cane,Sucre d'orge,A delicious Candy Cane to be enjoyed during the FICSMAS Holidays.<br />*Disclaimer: Not for human consumption...,Un délicieux sucre d'orge à déguster pendant les vacances de FICSMAS.<br />*Avertissement : impropre à la consommation...,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_CanePart_256.png?v=1735383027,itemsData
Desc_Snow_C,ficsmas,FICSMAS Actual Snow,Vraie neige de FICSMAS,This Actual Snow is made from several chemical elements and experiences 100% like naturally occuring snow after extensive user testing.,"Cette vraie neige est composée de différents éléments chimiques, et se comporte à 100 % comme une neige naturelle selon un panel de tests approfondis auprès d'utilisateurs.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Snow_256.png?v=1735383028,itemsData
Desc_XmasBall1_C,ficsmas,Red FICSMAS Ornament,Décoration FICSMAS rouge,An ornament for making FICSMAS Decorations. An acceptable red.,Une décoration de FICSMAS permettant de créer d'autres décorations. D'un rouge acceptable.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_XmasBall_Red_256.png?v=1735383028,itemsData
Desc_XmasBall2_C,ficsmas,Blue FICSMAS Ornament,Décoration FICSMAS bleue,An ornament for making FICSMAS Decorations. A mildly pleasing blue.,Une décoration de FICSMAS permettant de créer d'autres décorations. D'un bleu moyennement plaisant.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_XmasBall_Blue_256.png?v=1735383026,itemsData
Desc_XmasBall3_C,ficsmas,Copper FICSMAS Ornament,Décoration FICSMAS en cuivre,An ornament for making FICSMAS Decorations. A slightly dignified copper.,Une décoration de FICSMAS permettant de créer d'autres décorations. D'une teinte de cuivre un peu noble.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_XmasBall_Yellow_256.png?v=1735383026,itemsData
Desc_XmasBall4_C,ficsmas,Iron FICSMAS Ornament,Décoration FICSMAS en fer,An ornament for making FICSMAS Decorations. An okay iron.,Une décoration de FICSMAS permettant de créer d'autres décorations. D'une teinte de fer basique.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_XmasBall_Silver_256.png?v=1735383026,itemsData
Desc_XmasBallCluster_C,ficsmas,FICSMAS Ornament Bundle,Lot d'ornements FICSMAS,A collection of FICSMAS ornaments and also an eyesore.,Un ensemble de décorations de FICSMAS de très mauvais goût.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Balls_256.png?v=1735383027,itemsData
Desc_XmasBow_C,ficsmas,FICSMAS Bow,Nœud de FICSMAS,"A fancy bow. Not for wearing, eating, admiring, Lizard Doggos, humans, aliens, or anything not related to FICSMAS factory production.","Un joli nœud. N'est pas conçu pour être porté, pour être mangé, pour être admiré, pour les lézards doggo, pour les humains, pour les extraterrestres, ou tout ce qui ne relève pas de la production industrielle de FICSMAS.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Bow_256.png?v=1735383026,itemsData
Desc_XmasBranch_C,ficsmas,FICSMAS Tree Branch,Branche d’arbre FICSMAS,"This FICSMAS Tree Branch is very different from regular tree branches: it's used to produce parts and buildings during the FICSMAS event, rather than for combustion.","Cette branche d'arbre de FICSMAS est très différente des branches d'arbre normales : elle permet de produire des pièces et des bâtiments lors de l'événement de FICSMAS, plutôt que d'être brûlée.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Branch_256.png?v=1735383027,itemsData
Desc_XmasStar_C,ficsmas,FICSMAS Wonder Star,Étoile merveilleuse FICSMAS,"A symbol of appreciation for all the hard work FICSIT has done for its employees. It seems to have an aura of gratitude. Seeing this also means the seasonal event is nearly done, and we can finally get back to Saving The Day.","Un symbole de reconnaissance pour tout le travail accompli par FICSIT pour ses employés. Semble empreinte d'une aura de gratitude. Indique également la fin imminente de cet événement saisonnier, permettant un retour au programme Sauver la mise.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Star_256.png?v=1735383027,itemsData
Desc_XmasWreath_C,ficsmas,FICSMAS Wreath,Couronne FICSMAS,FICSIT's newest holiday innovation: decorations that can be turned into decorations! Efficiency and waste-conscious design at its best.,La nouvelle innovation de FICSIT en matière de célébration : des décorations pouvant être transformées en décorations ! Le summum de l'efficacité et de la prévention du gaspillage.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Wreath_256.png?v=1735720725,itemsData
Desc_SnowballProjectile_C,ficsmas,Snowball,Boule de neige,Compressed dihydrogen monoxide crystals for weaponized fun!,"Des cristaux de monoxyde de dihydrogène compressés, pour combattre en s'amusant !",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SnowballProjectile_256.png?v=1735383028,itemsData
Desc_Fireworks_Projectile_01_C,ficsmas,Sweet Fireworks,Jolis feux d'artifices,Has the minimum safety requirements.,Répond à des critères de sécurité minimaux.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Rocket01_256.png?v=1725286503,itemsData
Desc_Fireworks_Projectile_02_C,ficsmas,Fancy Fireworks,Feux d'artifice fantaisie,Poses acceptable amount of risk to pioneers.,Présente un niveau de risque acceptable pour les pionniers.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Rocket02_256.png?v=1725286503,itemsData
Desc_Fireworks_Projectile_03_C,ficsmas,Sparkly Fireworks,Feux d'artifice étincelants,Keep away from easily distracted pioneers.,À tenir éloigné des pionniers facilement distraits.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Rocket03_256.png?v=1725286503,itemsData
Desc_XmasDataCartridge1_C,ficsmas,FICSMAS Data Cartridge Day 1,Banque de donnée FICSMAS Jour 1,"FICSMAS Data Cartridge Day 1, used to progress FICSMAS MAM research.","Banque de donnée FICSMAS Jour 1, utilisé pour faire progresser la recherche FICSMAS dans le MAM.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FICSMAS_Cartridge_256.png?v=1735383029,itemsData
Desc_XmasDataCartridge2_C,ficsmas,FICSMAS Data Cartridge Day 4,Banque de donnée FICSMAS Jour 4,"FICSMAS Data Cartridge Day 4, used to progress FICSMAS MAM research.","Banque de donnée FICSMAS Jour 4, utilisé pour faire progresser la recherche FICSMAS dans le MAM.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FICSMAS_Cartridge_256.png?v=1735383029,itemsData
Desc_XmasDataCartridge3_C,ficsmas,FICSMAS Data Cartridge Day 8,Banque de donnée FICSMAS Jour 8,"FICSMAS Data Cartridge Day 8, used to progress FICSMAS MAM research.","Banque de donnée FICSMAS Jour 8, utilisé pour faire progresser la recherche FICSMAS dans le MAM.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FICSMAS_Cartridge_256.png?v=1735383029,itemsData
Desc_XmasDataCartridge4_C,ficsmas,FICSMAS Data Cartridge Day 14,Banque de donnée FICSMAS Jour 14,"FICSMAS Data Cartridge Day 14, used to progress FICSMAS MAM research.","Banque de donnée FICSMAS Jour 14, utilisé pour faire progresser la recherche FICSMAS dans le MAM.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_FICSMAS_Cartridge_256.png?v=1735383029,itemsData
Char_SpaceRabbit_C,wildlife,Lizard Doggo,Chien reptilien,"The Lizard Doggo is a short reptilian dog-like creature, which can be tamed by the pioneer.","Le lézard Doggo est un petit reptile ressemblant à un chien, qui peut être dressé par un pionnier.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_LizardDoggo_256.png?v=1725286522,faunaData
Char_SpaceGiraffe_C,wildlife,Space Giraffe-Tick-Penguin-Whale Thing,Machin Girafe-Tique-Pingouin-Baleine de l'espace,The Space Giraffe-Tick-Penguin-Whale Thing is a passive land creature found throughout the world.,Le machin Girafe-Tique-Pingouin-Baleine de l'espace est une créature terrestre passive que l'on trouve partout dans le monde.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpaceTick_256.png?v=1725286521,faunaData
Char_NonFlyingBird_C,wildlife,Non Flying Bird,Oiseau non volant,The Space Giraffe-Tick-Penguin-Whale Thing is a passive land creature found throughout the world.,Le machin Girafe-Tique-Pingouin-Baleine de l'espace est une créature terrestre passive que l'on trouve partout dans le monde.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NonFlyingBird_256.png?v=1725286522,faunaData
Char_Hog_C,enemy,Fluffy-tailed Hog,Porc alien à queue touffue,"The Fluffy-tailed Hog (a.k.a 'Hog'), is a melee hostile creature that deals damage with its tackle attack.","Le Sanglier à queue touffue (alias ""Sanglier ""), est une créature hostile au corps à corps qui inflige des blessures avec son attaque tacle.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Hog_256.png?v=1725286521,faunaData
Char_AlphaHog_C,enemy,Alpha Hog,Sanglier extraterrestre alpha,"The Alpha Hog (a.k.a 'Hog'), is a melee hostile creature that deals damage with its tackle attack.","Le Sanglier Alpha (alias ""Sanglier""), est une créature hostile qui fonce sur vous pour vous infliger des dégâts.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_HogAlpha_256.png?v=1725286521,faunaData
Char_CliffHog_C,enemy,Cliff Hog,Sanglier extraterrestre des falaises,"The Cliff Hog (a.k.a 'Hog'), is a melee hostile creature that deals damage with its tackle attack.","Le Sanglier à queue touffue (alias ""Sanglier""), est une créature hostile qui fonce sur vous pour vous infliger des dégâts.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_CliffHog_256.png?v=1725286522,faunaData
Char_NuclearHog_C,enemy,Nuclear Hog,Sanglier Nucléaire,"The Nuclear Hog (a.k.a 'Hog'), is a melee hostile creature that deals damage with its tackle attack.","Le Sanglier Nucléaire (alias ""Sanglier""), est une créature hostile qui fonce sur vous pour vous infliger des dégâts.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_NuclearHog_256.png?v=1725286522,faunaData
Char_Johnny_C,enemy,Johnny 'The Jetpack' Hog,Johnny 'Le Jetpack' Hog,"The Fluffy-tailed Hog (a.k.a 'Hog'), is a melee hostile creature that deals damage with its tackle attack.","Le Sanglier à queue touffue (alias ""Sanglier ""), est une créature hostile au corps à corps qui inflige des blessures avec son attaque tacle.",https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Hog_256.png?v=1725286521,faunaData
Char_Spitter_Alternative_C,enemy,Green Alpha Spitter,Cracheur Alpha Vert,Green Alpha Spitter are the larger and more powerful variant of the Spitter.,Les cracheurs alpha verts sont la variante plus grande et plus puissante du cracheur.,https://static.satisfactory-calculator.com/img/faunaIcons/Char_Spitter_Small_C.png?v=1638444933,faunaData
Char_SpitterDesertSmall_C,enemy,Desert Spitter,Cracheur du désert,The Spitter is a ranged hostile creature that deals damage with its fireball attack.,Le Cracheur est une créature hostile à distance qui inflige des blessures avec ses boules de feu.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterDesert_256.png?v=1725286521,faunaData
Char_SpitterDesertAlpha_C,enemy,Desert Alpha Spitter,Cracheur Alpha Vert,Alpha Spitter are the larger and more powerful variant of the Spitter.,Le cracheur alpha est la variante la plus grande et la plus puissante du cracheur.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterDesertAlpha_256.png?v=1725286520,faunaData
Char_SpitterForestSmall_C,enemy,Forest Spitter,Cracheur de la forêt,The Spitter is a ranged hostile creature that deals damage with its fireball attack.,Le Cracheur est une créature hostile à distance qui inflige des blessures avec ses boules de feu.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterForest_256.png?v=1725286522,faunaData
Char_SpitterForestAlpha_C,enemy,Forest Alpha Spitter,Cracheur Alpha de la Forêt,Alpha Spitter are the larger and more powerful variant of the Spitter.,Le cracheur alpha est la variante la plus grande et la plus puissante du cracheur.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterForestAlpha_256.png?v=1725286520,faunaData
Char_SpitterForestRedSmall_C,enemy,Red Forest Spitter,Cracheur de la forêt rouge,The Spitter is a ranged hostile creature that deals damage with its fireball attack.,Le Cracheur est une créature hostile à distance qui inflige des blessures avec ses boules de feu.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterRForest_256.png?v=1725286522,faunaData
Char_SpitterForestRedAlpha_C,enemy,Red Forest Alpha Spitter,Cracheur Alpha de la forêt rouge,Alpha Spitter are the larger and more powerful variant of the Spitter.,Le cracheur alpha est la variante la plus grande et la plus puissante du cracheur.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterRForestAlpha_256.png?v=1725286523,faunaData
Char_SpitterAquaticSmall_C,enemy,Aquatic Spitter,Cracheur aquatique,The Spitter is a ranged hostile creature that deals damage with its fireball attack.,Le Cracheur est une créature hostile à distance qui inflige des blessures avec ses boules de feu.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterAqua_256.png?v=1725286520,faunaData
Char_SpitterAquaticAlpha_C,enemy,Aquatic Alpha Spitter,Cracheur aquatique Alpha,Alpha Spitter are the larger and more powerful variant of the Spitter.,Le cracheur alpha est la variante la plus grande et la plus puissante du cracheur.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_SpitterAquaAlpha_256.png?v=1725286521,faunaData
Char_Stinger_Child_C,enemy,Small Stinger,Petite dardeuse,"Stinger is a spider-like creature found mostly in caves and jungles. Its body consists of four pointy legs attached to their torso, and another 4 similar pointy appendages attached to its head which it uses for combat.",La Piqueuse est une créature semblable à une araignée que l'on trouve principalement dans des grottes et des jungles. Son corps est constitué de quatre pattes pointues attachées à leur torse et 4 autres annexes pointues semblables attachées à sa tête qu'elle utilise pour combattre.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_StingerChild_256.png?v=1725286521,faunaData
Char_Stinger_C,enemy,Big Stinger,Grande Piqueuse,"Stinger is a spider-like creature found mostly in caves and jungles. Its body consists of four pointy legs attached to their torso, and another 4 similar pointy appendages attached to its head which it uses for combat.",La Piqueuse est une créature semblable à une araignée que l'on trouve principalement dans des grottes et des jungles. Son corps est constitué de quatre pattes pointues attachées à leur torse et 4 autres annexes pointues semblables attachées à sa tête qu'elle utilise pour combattre.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Stinger_256.png?v=1725286521,faunaData
Char_EliteStinger_C,enemy,Elite Stinger,Piqueuse d'élite,"Stinger is a spider-like creature found mostly in caves and jungles. Its body consists of four pointy legs attached to their torso, and another 4 similar pointy appendages attached to its head which it uses for combat.",La Piqueuse est une créature semblable à une araignée que l'on trouve principalement dans des grottes et des jungles. Son corps est constitué de quatre pattes pointues attachées à leur torse et 4 autres annexes pointues semblables attachées à sa tête qu'elle utilise pour combattre.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_StingerElite_256.png?v=1725286522,faunaData
Char_CrabHatcher_C,enemy,Flying Crab Hatcher,Chasseur de crabes,"Flying Crab Hatchers are plant-like creatures with six glowing, hanging bulbs.",Les chasseur de crabes volants sont des créatures ressemblant à des plantes avec six ampoules suspendues.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Hatcher_256.png?v=1725286521,faunaData
Char_BigCrabHatcher_C,enemy,Big Flying Crab Hatcher,Créateur de Gros Crabe Volant,"Flying Crab Hatchers are plant-like creatures with six glowing, hanging bulbs.",Les chasseur de crabes volants sont des créatures ressemblant à des plantes avec six ampoules suspendues.,https://static.satisfactory-calculator.com/img/gameStable1.0/IconDesc_Hatcher_256.png?v=1725286521,faunaData
BP_FlyingBabyCrab_C,enemy,Flying Crab,Crabe volant,"The Flying Crab is a small, hostile flying creature that damages the player upon contact.",Le crabe volant est une petite créature hostile qui fait des dégâts au joueurs lorsqu'il rentre en contact avec lui.,https://static.satisfactory-calculator.com/img/faunaIcons/Char_BabyCrab_C.png?v=1638440041,faunaData
